experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
1706	chr8	58566264	58566283	+	52.88	<<	5	8	82
1707	chr12	40837731	40837750	+	52.84	<<	5	8	82
1708	chr6	101261721	101261740	-	52.5	<<	5	8	82
1709	chr8	36523116	36523135	-	52.5	<<	5	8	82
1710	chr8	45342919	45342938	+	0.05832	<<	5	8	82
1711	chr2	27771666	27771685	-	0.05875	<<	5	8	82
1712	chr9	51333610	51333629	-	0.05902	<<	5	8	82
1713	chr1	35713888	35713907	+	0.05902	<<	5	8	82
1714	chr11	57783694	57783713	-	0.06	<<	5	8	82
1715	chr6	94057464	94057483	+	0.06033	<<	5	8	82
1716	chr16	23157002	23157021	-	0.0607	<<	5	8	82
1717	chr11	102262359	102262378	-	0.06146	<<	5	8	82
1718	chr9	71627181	71627200	+	0.06238	<<	5	8	82
1719	chr13	109771756	109771775	+	0.063	<<	5	8	82
1720	chr2	48886252	48886271	-	53.7	<<	6	8	82
1721	chr12	35192359	35192378	-	53.66	<<	6	8	82
1722	chr8	102781112	102781131	-	53.5	<<	6	8	82
1723	chr5	49961991	49962010	-	53.3	<<	6	8	82
1724	chr9	26776356	26776375	-	53.12	<<	6	8	82
1725	chr9	51152589	51152608	-	53.06	<<	6	8	82
1726	chr8	58566264	58566283	+	52.88	<<	6	8	82
1727	chr12	40837731	40837750	+	52.84	<<	6	8	82
1728	chr6	101261721	101261740	-	52.5	<<	6	8	82
1729	chr8	36523116	36523135	-	52.5	<<	6	8	82
1730	chr8	45342919	45342938	+	0.05832	<<	6	8	82
1731	chr2	27771666	27771685	-	0.05875	<<	6	8	82
1732	chr9	51333610	51333629	-	0.05902	<<	6	8	82
1733	chr1	35713888	35713907	+	0.05902	<<	6	8	82
1734	chr11	57783694	57783713	-	0.06	<<	6	8	82
1735	chr6	94057464	94057483	+	0.06033	<<	6	8	82
1736	chr16	23157002	23157021	-	0.0607	<<	6	8	82
1737	chr11	102262359	102262378	-	0.06146	<<	6	8	82
1738	chr9	71627181	71627200	+	0.06238	<<	6	8	82
1739	chr13	109771756	109771775	+	0.063	<<	6	8	82
1740	chr2	48886252	48886271	-	53.7	<<	7	8	82
1741	chr12	35192359	35192378	-	53.66	<<	7	8	82
1742	chr8	102781112	102781131	-	53.5	<<	7	8	82
1743	chr5	49961991	49962010	-	53.3	<<	7	8	82
1744	chr9	26776356	26776375	-	53.12	<<	7	8	82
1745	chr9	51152589	51152608	-	53.06	<<	7	8	82
1746	chr8	58566264	58566283	+	52.88	<<	7	8	82
1747	chr12	40837731	40837750	+	52.84	<<	7	8	82
1748	chr6	101261721	101261740	-	52.5	<<	7	8	82
1749	chr8	36523116	36523135	-	52.5	<<	7	8	82
1750	chr8	45342919	45342938	+	0.05832	<<	7	8	82
1751	chr2	27771666	27771685	-	0.05875	<<	7	8	82
1752	chr9	51333610	51333629	-	0.05902	<<	7	8	82
1753	chr1	35713888	35713907	+	0.05902	<<	7	8	82
1754	chr11	57783694	57783713	-	0.06	<<	7	8	82
1755	chr6	94057464	94057483	+	0.06033	<<	7	8	82
1756	chr16	23157002	23157021	-	0.0607	<<	7	8	82
1757	chr11	102262359	102262378	-	0.06146	<<	7	8	82
1758	chr9	71627181	71627200	+	0.06238	<<	7	8	82
1759	chr13	109771756	109771775	+	0.063	<<	7	8	82
1760	chr2	48886252	48886271	-	53.7	<<	8	8	82
1761	chr12	35192359	35192378	-	53.66	<<	8	8	82
1762	chr8	102781112	102781131	-	53.5	<<	8	8	82
1763	chr5	49961991	49962010	-	53.3	<<	8	8	82
1764	chr9	26776356	26776375	-	53.12	<<	8	8	82
1765	chr9	51152589	51152608	-	53.06	<<	8	8	82
1766	chr8	58566264	58566283	+	52.88	<<	8	8	82
1767	chr12	40837731	40837750	+	52.84	<<	8	8	82
1768	chr6	101261721	101261740	-	52.5	<<	8	8	82
1769	chr8	36523116	36523135	-	52.5	<<	8	8	82
1770	chr8	45342919	45342938	+	0.05832	<<	8	8	82
1771	chr2	27771666	27771685	-	0.05875	<<	8	8	82
1772	chr9	51333610	51333629	-	0.05902	<<	8	8	82
1773	chr1	35713888	35713907	+	0.05902	<<	8	8	82
1774	chr11	57783694	57783713	-	0.06	<<	8	8	82
1775	chr6	94057464	94057483	+	0.06033	<<	8	8	82
1776	chr16	23157002	23157021	-	0.0607	<<	8	8	82
1777	chr11	102262359	102262378	-	0.06146	<<	8	8	82
1778	chr9	71627181	71627200	+	0.06238	<<	8	8	82
1779	chr13	109771756	109771775	+	0.063	<<	8	8	82
1780	chr2	48886252	48886271	-	53.7	<<	9	8	82
1781	chr12	35192359	35192378	-	53.66	<<	9	8	82
1782	chr8	102781112	102781131	-	53.5	<<	9	8	82
1783	chr5	49961991	49962010	-	53.3	<<	9	8	82
1784	chr9	26776356	26776375	-	53.12	<<	9	8	82
1785	chr9	51152589	51152608	-	53.06	<<	9	8	82
1786	chr8	58566264	58566283	+	52.88	<<	9	8	82
1787	chr12	40837731	40837750	+	52.84	<<	9	8	82
1788	chr6	101261721	101261740	-	52.5	<<	9	8	82
1789	chr8	36523116	36523135	-	52.5	<<	9	8	82
1790	chr8	45342919	45342938	+	0.05832	<<	9	8	82
1791	chr2	27771666	27771685	-	0.05875	<<	9	8	82
1792	chr9	51333610	51333629	-	0.05902	<<	9	8	82
1793	chr1	35713888	35713907	+	0.05902	<<	9	8	82
1794	chr11	57783694	57783713	-	0.06	<<	9	8	82
1795	chr6	94057464	94057483	+	0.06033	<<	9	8	82
1796	chr16	23157002	23157021	-	0.0607	<<	9	8	82
1797	chr11	102262359	102262378	-	0.06146	<<	9	8	82
1798	chr9	71627181	71627200	+	0.06238	<<	9	8	82
1799	chr13	109771756	109771775	+	0.063	<<	9	8	82
1800	chr2	48886252	48886271	-	53.7	<<	0	9	81
1801	chr12	35192359	35192378	-	53.66	<<	0	9	81
1802	chr8	102781112	102781131	-	53.5	<<	0	9	81
1803	chr5	49961991	49962010	-	53.3	<<	0	9	81
1804	chr9	26776356	26776375	-	53.12	<<	0	9	81
1805	chr9	51152589	51152608	-	53.06	<<	0	9	81
1806	chr8	58566264	58566283	+	52.88	<<	0	9	81
1807	chr12	40837731	40837750	+	52.84	<<	0	9	81
1808	chr6	101261721	101261740	-	52.5	<<	0	9	81
1809	chr8	36523116	36523135	-	52.5	<<	0	9	81
1810	chr8	45342919	45342938	+	0.05832	<<	0	9	81
1811	chr2	27771666	27771685	-	0.05875	<<	0	9	81
1812	chr9	51333610	51333629	-	0.05902	<<	0	9	81
1813	chr1	35713888	35713907	+	0.05902	<<	0	9	81
1814	chr11	57783694	57783713	-	0.06	<<	0	9	81
1815	chr6	94057464	94057483	+	0.06033	<<	0	9	81
1816	chr16	23157002	23157021	-	0.0607	<<	0	9	81
1817	chr11	102262359	102262378	-	0.06146	<<	0	9	81
1818	chr9	71627181	71627200	+	0.06238	<<	0	9	81
1819	chr13	109771756	109771775	+	0.063	<<	0	9	81
1820	chr2	48886252	48886271	-	53.7	<<	1	9	81
1821	chr12	35192359	35192378	-	53.66	<<	1	9	81
1822	chr8	102781112	102781131	-	53.5	<<	1	9	81
1823	chr5	49961991	49962010	-	53.3	<<	1	9	81
1824	chr9	26776356	26776375	-	53.12	<<	1	9	81
1825	chr9	51152589	51152608	-	53.06	<<	1	9	81
1826	chr8	58566264	58566283	+	52.88	<<	1	9	81
1827	chr12	40837731	40837750	+	52.84	<<	1	9	81
1828	chr6	101261721	101261740	-	52.5	<<	1	9	81
1829	chr8	36523116	36523135	-	52.5	<<	1	9	81
1830	chr8	45342919	45342938	+	0.05832	<<	1	9	81
1831	chr2	27771666	27771685	-	0.05875	<<	1	9	81
1832	chr9	51333610	51333629	-	0.05902	<<	1	9	81
1833	chr1	35713888	35713907	+	0.05902	<<	1	9	81
1834	chr11	57783694	57783713	-	0.06	<<	1	9	81
1835	chr6	94057464	94057483	+	0.06033	<<	1	9	81
1836	chr16	23157002	23157021	-	0.0607	<<	1	9	81
1837	chr11	102262359	102262378	-	0.06146	<<	1	9	81
1838	chr9	71627181	71627200	+	0.06238	<<	1	9	81
1839	chr13	109771756	109771775	+	0.063	<<	1	9	81
1840	chr2	48886252	48886271	-	53.7	<<	2	9	81
1841	chr12	35192359	35192378	-	53.66	<<	2	9	81
1842	chr8	102781112	102781131	-	53.5	<<	2	9	81
1843	chr5	49961991	49962010	-	53.3	<<	2	9	81
1844	chr9	26776356	26776375	-	53.12	<<	2	9	81
1845	chr9	51152589	51152608	-	53.06	<<	2	9	81
1846	chr8	58566264	58566283	+	52.88	<<	2	9	81
1847	chr12	40837731	40837750	+	52.84	<<	2	9	81
1848	chr6	101261721	101261740	-	52.5	<<	2	9	81
1849	chr8	36523116	36523135	-	52.5	<<	2	9	81
1850	chr8	45342919	45342938	+	0.05832	<<	2	9	81
1851	chr2	27771666	27771685	-	0.05875	<<	2	9	81
1852	chr9	51333610	51333629	-	0.05902	<<	2	9	81
1853	chr1	35713888	35713907	+	0.05902	<<	2	9	81
1854	chr11	57783694	57783713	-	0.06	<<	2	9	81
1855	chr6	94057464	94057483	+	0.06033	<<	2	9	81
1856	chr16	23157002	23157021	-	0.0607	<<	2	9	81
1857	chr11	102262359	102262378	-	0.06146	<<	2	9	81
1858	chr9	71627181	71627200	+	0.06238	<<	2	9	81
1859	chr13	109771756	109771775	+	0.063	<<	2	9	81
1860	chr2	48886252	48886271	-	53.7	<<	3	9	81
1861	chr12	35192359	35192378	-	53.66	<<	3	9	81
1862	chr8	102781112	102781131	-	53.5	<<	3	9	81
1863	chr5	49961991	49962010	-	53.3	<<	3	9	81
1864	chr9	26776356	26776375	-	53.12	<<	3	9	81
1865	chr9	51152589	51152608	-	53.06	<<	3	9	81
1866	chr8	58566264	58566283	+	52.88	<<	3	9	81
1867	chr12	40837731	40837750	+	52.84	<<	3	9	81
1868	chr6	101261721	101261740	-	52.5	<<	3	9	81
1869	chr8	36523116	36523135	-	52.5	<<	3	9	81
1870	chr8	45342919	45342938	+	0.05832	<<	3	9	81
1871	chr2	27771666	27771685	-	0.05875	<<	3	9	81
1872	chr9	51333610	51333629	-	0.05902	<<	3	9	81
1873	chr1	35713888	35713907	+	0.05902	<<	3	9	81
1874	chr11	57783694	57783713	-	0.06	<<	3	9	81
1875	chr6	94057464	94057483	+	0.06033	<<	3	9	81
1876	chr16	23157002	23157021	-	0.0607	<<	3	9	81
1877	chr11	102262359	102262378	-	0.06146	<<	3	9	81
1878	chr9	71627181	71627200	+	0.06238	<<	3	9	81
1879	chr13	109771756	109771775	+	0.063	<<	3	9	81
1880	chr2	48886252	48886271	-	53.7	<<	4	9	81
1881	chr12	35192359	35192378	-	53.66	<<	4	9	81
1882	chr8	102781112	102781131	-	53.5	<<	4	9	81
1883	chr5	49961991	49962010	-	53.3	<<	4	9	81
1884	chr9	26776356	26776375	-	53.12	<<	4	9	81
1885	chr9	51152589	51152608	-	53.06	<<	4	9	81
1886	chr8	58566264	58566283	+	52.88	<<	4	9	81
1887	chr12	40837731	40837750	+	52.84	<<	4	9	81
1888	chr6	101261721	101261740	-	52.5	<<	4	9	81
1889	chr8	36523116	36523135	-	52.5	<<	4	9	81
1890	chr8	45342919	45342938	+	0.05832	<<	4	9	81
1891	chr2	27771666	27771685	-	0.05875	<<	4	9	81
1892	chr9	51333610	51333629	-	0.05902	<<	4	9	81
1893	chr1	35713888	35713907	+	0.05902	<<	4	9	81
1894	chr11	57783694	57783713	-	0.06	<<	4	9	81
1895	chr6	94057464	94057483	+	0.06033	<<	4	9	81
1896	chr16	23157002	23157021	-	0.0607	<<	4	9	81
1897	chr11	102262359	102262378	-	0.06146	<<	4	9	81
1898	chr9	71627181	71627200	+	0.06238	<<	4	9	81
1899	chr13	109771756	109771775	+	0.063	<<	4	9	81
1900	chr2	48886252	48886271	-	53.7	<<	5	9	81
1901	chr12	35192359	35192378	-	53.66	<<	5	9	81
1902	chr8	102781112	102781131	-	53.5	<<	5	9	81
1903	chr5	49961991	49962010	-	53.3	<<	5	9	81
1904	chr9	26776356	26776375	-	53.12	<<	5	9	81
1905	chr9	51152589	51152608	-	53.06	<<	5	9	81
1906	chr8	58566264	58566283	+	52.88	<<	5	9	81
1907	chr12	40837731	40837750	+	52.84	<<	5	9	81
1908	chr6	101261721	101261740	-	52.5	<<	5	9	81
1909	chr8	36523116	36523135	-	52.5	<<	5	9	81
1910	chr8	45342919	45342938	+	0.05832	<<	5	9	81
1911	chr2	27771666	27771685	-	0.05875	<<	5	9	81
1912	chr9	51333610	51333629	-	0.05902	<<	5	9	81
1913	chr1	35713888	35713907	+	0.05902	<<	5	9	81
1914	chr11	57783694	57783713	-	0.06	<<	5	9	81
1915	chr6	94057464	94057483	+	0.06033	<<	5	9	81
1916	chr16	23157002	23157021	-	0.0607	<<	5	9	81
1917	chr11	102262359	102262378	-	0.06146	<<	5	9	81
1918	chr9	71627181	71627200	+	0.06238	<<	5	9	81
1919	chr13	109771756	109771775	+	0.063	<<	5	9	81
1920	chr2	48886252	48886271	-	53.7	<<	6	9	81
1921	chr12	35192359	35192378	-	53.66	<<	6	9	81
1922	chr8	102781112	102781131	-	53.5	<<	6	9	81
1923	chr5	49961991	49962010	-	53.3	<<	6	9	81
1924	chr9	26776356	26776375	-	53.12	<<	6	9	81
1925	chr9	51152589	51152608	-	53.06	<<	6	9	81
1926	chr8	58566264	58566283	+	52.88	<<	6	9	81
1927	chr12	40837731	40837750	+	52.84	<<	6	9	81
1928	chr6	101261721	101261740	-	52.5	<<	6	9	81
1929	chr8	36523116	36523135	-	52.5	<<	6	9	81
1930	chr8	45342919	45342938	+	0.05832	<<	6	9	81
1931	chr2	27771666	27771685	-	0.05875	<<	6	9	81
1932	chr9	51333610	51333629	-	0.05902	<<	6	9	81
1933	chr1	35713888	35713907	+	0.05902	<<	6	9	81
1934	chr11	57783694	57783713	-	0.06	<<	6	9	81
1935	chr6	94057464	94057483	+	0.06033	<<	6	9	81
1936	chr16	23157002	23157021	-	0.0607	<<	6	9	81
1937	chr11	102262359	102262378	-	0.06146	<<	6	9	81
1938	chr9	71627181	71627200	+	0.06238	<<	6	9	81
1939	chr13	109771756	109771775	+	0.063	<<	6	9	81
1940	chr2	48886252	48886271	-	53.7	<<	7	9	81
1941	chr12	35192359	35192378	-	53.66	<<	7	9	81
1942	chr8	102781112	102781131	-	53.5	<<	7	9	81
1943	chr5	49961991	49962010	-	53.3	<<	7	9	81
1944	chr9	26776356	26776375	-	53.12	<<	7	9	81
1945	chr9	51152589	51152608	-	53.06	<<	7	9	81
1946	chr8	58566264	58566283	+	52.88	<<	7	9	81
1947	chr12	40837731	40837750	+	52.84	<<	7	9	81
1948	chr6	101261721	101261740	-	52.5	<<	7	9	81
1949	chr8	36523116	36523135	-	52.5	<<	7	9	81
1950	chr8	45342919	45342938	+	0.05832	<<	7	9	81
1951	chr2	27771666	27771685	-	0.05875	<<	7	9	81
1952	chr9	51333610	51333629	-	0.05902	<<	7	9	81
1953	chr1	35713888	35713907	+	0.05902	<<	7	9	81
1954	chr11	57783694	57783713	-	0.06	<<	7	9	81
1955	chr6	94057464	94057483	+	0.06033	<<	7	9	81
1956	chr16	23157002	23157021	-	0.0607	<<	7	9	81
1957	chr11	102262359	102262378	-	0.06146	<<	7	9	81
1958	chr9	71627181	71627200	+	0.06238	<<	7	9	81
1959	chr13	109771756	109771775	+	0.063	<<	7	9	81
1960	chr2	48886252	48886271	-	53.7	<<	8	9	81
1961	chr12	35192359	35192378	-	53.66	<<	8	9	81
1962	chr8	102781112	102781131	-	53.5	<<	8	9	81
1963	chr5	49961991	49962010	-	53.3	<<	8	9	81
1964	chr9	26776356	26776375	-	53.12	<<	8	9	81
1965	chr9	51152589	51152608	-	53.06	<<	8	9	81
1966	chr8	58566264	58566283	+	52.88	<<	8	9	81
1967	chr12	40837731	40837750	+	52.84	<<	8	9	81
1968	chr6	101261721	101261740	-	52.5	<<	8	9	81
1969	chr8	36523116	36523135	-	52.5	<<	8	9	81
1970	chr8	45342919	45342938	+	0.05832	<<	8	9	81
1971	chr2	27771666	27771685	-	0.05875	<<	8	9	81
1972	chr9	51333610	51333629	-	0.05902	<<	8	9	81
1973	chr1	35713888	35713907	+	0.05902	<<	8	9	81
1974	chr11	57783694	57783713	-	0.06	<<	8	9	81
1975	chr6	94057464	94057483	+	0.06033	<<	8	9	81
1976	chr16	23157002	23157021	-	0.0607	<<	8	9	81
1977	chr11	102262359	102262378	-	0.06146	<<	8	9	81
1978	chr9	71627181	71627200	+	0.06238	<<	8	9	81
1979	chr13	109771756	109771775	+	0.063	<<	8	9	81
1980	chr2	48886252	48886271	-	53.7	<<	9	9	81
1981	chr12	35192359	35192378	-	53.66	<<	9	9	81
1982	chr8	102781112	102781131	-	53.5	<<	9	9	81
1983	chr5	49961991	49962010	-	53.3	<<	9	9	81
1984	chr9	26776356	26776375	-	53.12	<<	9	9	81
1985	chr9	51152589	51152608	-	53.06	<<	9	9	81
1986	chr8	58566264	58566283	+	52.88	<<	9	9	81
1987	chr12	40837731	40837750	+	52.84	<<	9	9	81
1988	chr6	101261721	101261740	-	52.5	<<	9	9	81
1989	chr8	36523116	36523135	-	52.5	<<	9	9	81
1990	chr8	45342919	45342938	+	0.05832	<<	9	9	81
1991	chr2	27771666	27771685	-	0.05875	<<	9	9	81
1992	chr9	51333610	51333629	-	0.05902	<<	9	9	81
1993	chr1	35713888	35713907	+	0.05902	<<	9	9	81
1994	chr11	57783694	57783713	-	0.06	<<	9	9	81
1995	chr6	94057464	94057483	+	0.06033	<<	9	9	81
1996	chr16	23157002	23157021	-	0.0607	<<	9	9	81
1997	chr11	102262359	102262378	-	0.06146	<<	9	9	81
1998	chr9	71627181	71627200	+	0.06238	<<	9	9	81
1999	chr13	109771756	109771775	+	0.063	<<	9	9	81
2000	chr2	48886252	48886271	-	53.7	<<	0	10	80
2001	chr12	35192359	35192378	-	53.66	<<	0	10	80
2002	chr8	102781112	102781131	-	53.5	<<	0	10	80
2003	chr5	49961991	49962010	-	53.3	<<	0	10	80
2004	chr9	26776356	26776375	-	53.12	<<	0	10	80
2005	chr9	51152589	51152608	-	53.06	<<	0	10	80
2006	chr8	58566264	58566283	+	52.88	<<	0	10	80
2007	chr12	40837731	40837750	+	52.84	<<	0	10	80
2008	chr6	101261721	101261740	-	52.5	<<	0	10	80
2009	chr8	36523116	36523135	-	52.5	<<	0	10	80
2010	chr8	45342919	45342938	+	0.05832	<<	0	10	80
2011	chr2	27771666	27771685	-	0.05875	<<	0	10	80
2012	chr9	51333610	51333629	-	0.05902	<<	0	10	80
2013	chr1	35713888	35713907	+	0.05902	<<	0	10	80
2014	chr11	57783694	57783713	-	0.06	<<	0	10	80
2015	chr6	94057464	94057483	+	0.06033	<<	0	10	80
2016	chr16	23157002	23157021	-	0.0607	<<	0	10	80
2017	chr11	102262359	102262378	-	0.06146	<<	0	10	80
2018	chr9	71627181	71627200	+	0.06238	<<	0	10	80
2019	chr13	109771756	109771775	+	0.063	<<	0	10	80
2020	chr2	48886252	48886271	-	53.7	<<	1	10	80
2021	chr12	35192359	35192378	-	53.66	<<	1	10	80
2022	chr8	102781112	102781131	-	53.5	<<	1	10	80
2023	chr5	49961991	49962010	-	53.3	<<	1	10	80
2024	chr9	26776356	26776375	-	53.12	<<	1	10	80
2025	chr9	51152589	51152608	-	53.06	<<	1	10	80
2026	chr8	58566264	58566283	+	52.88	<<	1	10	80
2027	chr12	40837731	40837750	+	52.84	<<	1	10	80
2028	chr6	101261721	101261740	-	52.5	<<	1	10	80
2029	chr8	36523116	36523135	-	52.5	<<	1	10	80
2030	chr8	45342919	45342938	+	0.05832	<<	1	10	80
2031	chr2	27771666	27771685	-	0.05875	<<	1	10	80
2032	chr9	51333610	51333629	-	0.05902	<<	1	10	80
2033	chr1	35713888	35713907	+	0.05902	<<	1	10	80
2034	chr11	57783694	57783713	-	0.06	<<	1	10	80
2035	chr6	94057464	94057483	+	0.06033	<<	1	10	80
2036	chr16	23157002	23157021	-	0.0607	<<	1	10	80
2037	chr11	102262359	102262378	-	0.06146	<<	1	10	80
2038	chr9	71627181	71627200	+	0.06238	<<	1	10	80
2039	chr13	109771756	109771775	+	0.063	<<	1	10	80
2040	chr2	48886252	48886271	-	53.7	<<	2	10	80
2041	chr12	35192359	35192378	-	53.66	<<	2	10	80
2042	chr8	102781112	102781131	-	53.5	<<	2	10	80
2043	chr5	49961991	49962010	-	53.3	<<	2	10	80
2044	chr9	26776356	26776375	-	53.12	<<	2	10	80
2045	chr9	51152589	51152608	-	53.06	<<	2	10	80
2046	chr8	58566264	58566283	+	52.88	<<	2	10	80
2047	chr12	40837731	40837750	+	52.84	<<	2	10	80
2048	chr6	101261721	101261740	-	52.5	<<	2	10	80
2049	chr8	36523116	36523135	-	52.5	<<	2	10	80
2050	chr8	45342919	45342938	+	0.05832	<<	2	10	80
2051	chr2	27771666	27771685	-	0.05875	<<	2	10	80
2052	chr9	51333610	51333629	-	0.05902	<<	2	10	80
2053	chr1	35713888	35713907	+	0.05902	<<	2	10	80
2054	chr11	57783694	57783713	-	0.06	<<	2	10	80
2055	chr6	94057464	94057483	+	0.06033	<<	2	10	80
2056	chr16	23157002	23157021	-	0.0607	<<	2	10	80
2057	chr11	102262359	102262378	-	0.06146	<<	2	10	80
2058	chr9	71627181	71627200	+	0.06238	<<	2	10	80
2059	chr13	109771756	109771775	+	0.063	<<	2	10	80
2060	chr2	48886252	48886271	-	53.7	<<	3	10	80
2061	chr12	35192359	35192378	-	53.66	<<	3	10	80
2062	chr8	102781112	102781131	-	53.5	<<	3	10	80
2063	chr5	49961991	49962010	-	53.3	<<	3	10	80
2064	chr9	26776356	26776375	-	53.12	<<	3	10	80
2065	chr9	51152589	51152608	-	53.06	<<	3	10	80
2066	chr8	58566264	58566283	+	52.88	<<	3	10	80
2067	chr12	40837731	40837750	+	52.84	<<	3	10	80
2068	chr6	101261721	101261740	-	52.5	<<	3	10	80
2069	chr8	36523116	36523135	-	52.5	<<	3	10	80
2070	chr8	45342919	45342938	+	0.05832	<<	3	10	80
2071	chr2	27771666	27771685	-	0.05875	<<	3	10	80
2072	chr9	51333610	51333629	-	0.05902	<<	3	10	80
2073	chr1	35713888	35713907	+	0.05902	<<	3	10	80
2074	chr11	57783694	57783713	-	0.06	<<	3	10	80
2075	chr6	94057464	94057483	+	0.06033	<<	3	10	80
2076	chr16	23157002	23157021	-	0.0607	<<	3	10	80
2077	chr11	102262359	102262378	-	0.06146	<<	3	10	80
2078	chr9	71627181	71627200	+	0.06238	<<	3	10	80
2079	chr13	109771756	109771775	+	0.063	<<	3	10	80
2080	chr2	48886252	48886271	-	53.7	<<	4	10	80
2081	chr12	35192359	35192378	-	53.66	<<	4	10	80
2082	chr8	102781112	102781131	-	53.5	<<	4	10	80
2083	chr5	49961991	49962010	-	53.3	<<	4	10	80
2084	chr9	26776356	26776375	-	53.12	<<	4	10	80
2085	chr9	51152589	51152608	-	53.06	<<	4	10	80
2086	chr8	58566264	58566283	+	52.88	<<	4	10	80
2087	chr12	40837731	40837750	+	52.84	<<	4	10	80
2088	chr6	101261721	101261740	-	52.5	<<	4	10	80
2089	chr8	36523116	36523135	-	52.5	<<	4	10	80
2090	chr8	45342919	45342938	+	0.05832	<<	4	10	80
2091	chr2	27771666	27771685	-	0.05875	<<	4	10	80
2092	chr9	51333610	51333629	-	0.05902	<<	4	10	80
2093	chr1	35713888	35713907	+	0.05902	<<	4	10	80
2094	chr11	57783694	57783713	-	0.06	<<	4	10	80
2095	chr6	94057464	94057483	+	0.06033	<<	4	10	80
2096	chr16	23157002	23157021	-	0.0607	<<	4	10	80
2097	chr11	102262359	102262378	-	0.06146	<<	4	10	80
2098	chr9	71627181	71627200	+	0.06238	<<	4	10	80
2099	chr13	109771756	109771775	+	0.063	<<	4	10	80
2100	chr2	48886252	48886271	-	53.7	<<	5	10	80
2101	chr12	35192359	35192378	-	53.66	<<	5	10	80
2102	chr8	102781112	102781131	-	53.5	<<	5	10	80
2103	chr5	49961991	49962010	-	53.3	<<	5	10	80
2104	chr9	26776356	26776375	-	53.12	<<	5	10	80
2105	chr9	51152589	51152608	-	53.06	<<	5	10	80
2106	chr8	58566264	58566283	+	52.88	<<	5	10	80
2107	chr12	40837731	40837750	+	52.84	<<	5	10	80
2108	chr6	101261721	101261740	-	52.5	<<	5	10	80
2109	chr8	36523116	36523135	-	52.5	<<	5	10	80
2110	chr8	45342919	45342938	+	0.05832	<<	5	10	80
2111	chr2	27771666	27771685	-	0.05875	<<	5	10	80
2112	chr9	51333610	51333629	-	0.05902	<<	5	10	80
2113	chr1	35713888	35713907	+	0.05902	<<	5	10	80
2114	chr11	57783694	57783713	-	0.06	<<	5	10	80
2115	chr6	94057464	94057483	+	0.06033	<<	5	10	80
2116	chr16	23157002	23157021	-	0.0607	<<	5	10	80
2117	chr11	102262359	102262378	-	0.06146	<<	5	10	80
2118	chr9	71627181	71627200	+	0.06238	<<	5	10	80
2119	chr13	109771756	109771775	+	0.063	<<	5	10	80
2120	chr2	48886252	48886271	-	53.7	<<	6	10	80
2121	chr12	35192359	35192378	-	53.66	<<	6	10	80
2122	chr8	102781112	102781131	-	53.5	<<	6	10	80
2123	chr5	49961991	49962010	-	53.3	<<	6	10	80
2124	chr9	26776356	26776375	-	53.12	<<	6	10	80
2125	chr9	51152589	51152608	-	53.06	<<	6	10	80
2126	chr8	58566264	58566283	+	52.88	<<	6	10	80
2127	chr12	40837731	40837750	+	52.84	<<	6	10	80
2128	chr6	101261721	101261740	-	52.5	<<	6	10	80
2129	chr8	36523116	36523135	-	52.5	<<	6	10	80
2130	chr8	45342919	45342938	+	0.05832	<<	6	10	80
2131	chr2	27771666	27771685	-	0.05875	<<	6	10	80
2132	chr9	51333610	51333629	-	0.05902	<<	6	10	80
2133	chr1	35713888	35713907	+	0.05902	<<	6	10	80
2134	chr11	57783694	57783713	-	0.06	<<	6	10	80
2135	chr6	94057464	94057483	+	0.06033	<<	6	10	80
2136	chr16	23157002	23157021	-	0.0607	<<	6	10	80
2137	chr11	102262359	102262378	-	0.06146	<<	6	10	80
2138	chr9	71627181	71627200	+	0.06238	<<	6	10	80
2139	chr13	109771756	109771775	+	0.063	<<	6	10	80
2140	chr2	48886252	48886271	-	53.7	<<	7	10	80
2141	chr12	35192359	35192378	-	53.66	<<	7	10	80
2142	chr8	102781112	102781131	-	53.5	<<	7	10	80
2143	chr5	49961991	49962010	-	53.3	<<	7	10	80
2144	chr9	26776356	26776375	-	53.12	<<	7	10	80
2145	chr9	51152589	51152608	-	53.06	<<	7	10	80
2146	chr8	58566264	58566283	+	52.88	<<	7	10	80
2147	chr12	40837731	40837750	+	52.84	<<	7	10	80
2148	chr6	101261721	101261740	-	52.5	<<	7	10	80
2149	chr8	36523116	36523135	-	52.5	<<	7	10	80
2150	chr8	45342919	45342938	+	0.05832	<<	7	10	80
2151	chr2	27771666	27771685	-	0.05875	<<	7	10	80
2152	chr9	51333610	51333629	-	0.05902	<<	7	10	80
2153	chr1	35713888	35713907	+	0.05902	<<	7	10	80
2154	chr11	57783694	57783713	-	0.06	<<	7	10	80
2155	chr6	94057464	94057483	+	0.06033	<<	7	10	80
2156	chr16	23157002	23157021	-	0.0607	<<	7	10	80
2157	chr11	102262359	102262378	-	0.06146	<<	7	10	80
2158	chr9	71627181	71627200	+	0.06238	<<	7	10	80
2159	chr13	109771756	109771775	+	0.063	<<	7	10	80
2160	chr2	48886252	48886271	-	53.7	<<	8	10	80
2161	chr12	35192359	35192378	-	53.66	<<	8	10	80
2162	chr8	102781112	102781131	-	53.5	<<	8	10	80
2163	chr5	49961991	49962010	-	53.3	<<	8	10	80
2164	chr9	26776356	26776375	-	53.12	<<	8	10	80
